textid	target	model	tokenizer	predicted	prob
359	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9294620752334595
360	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8987545967102051
361	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8934658765792847
362	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8872490525245667
363	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8752878308296204
364	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9629614949226379
365	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8415486216545105
366	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8075269460678101
367	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9221991896629333
368	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9549475908279419
369	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9500758051872253
370	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9145104885101318
371	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.824856162071228
372	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.622943103313446
373	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8694825172424316
374	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9490054845809937
375	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9513880014419556
376	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8363636136054993
377	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9302496314048767
378	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9233279228210449
379	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9429960250854492
380	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6968502402305603
381	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8949694037437439
382	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9249789118766785
383	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7416068911552429
384	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8871372938156128
385	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8790356516838074
386	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7642740607261658
387	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6313188076019287
388	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8320188522338867
389	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9550836086273193
390	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9438847899436951
391	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9437716603279114
392	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8653110265731812
393	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8834040760993958
394	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9233454465866089
395	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9389005303382874
396	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9027048945426941
397	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9634615182876587
398	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7570851445198059
399	1	midterm/gpt2model2	midterm/gpt2model2	Negative	0.5196332335472107
400	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6615903377532959
401	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8382523655891418
402	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8750262260437012
403	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9158439040184021
404	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7874125838279724
405	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8292897939682007
406	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8704338073730469
407	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9389076828956604
408	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7972513437271118
409	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8983855247497559
410	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9120563268661499
411	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.857634425163269
412	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8936224579811096
413	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8814334273338318
414	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.822294294834137
415	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9065525531768799
416	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6055207252502441
417	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8735232353210449
418	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8712772727012634
419	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9494282603263855
420	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8383617997169495
421	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8978499174118042
422	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8941716551780701
423	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9371459484100342
424	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9473901987075806
425	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9635472893714905
426	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.950089693069458
427	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.919346034526825
428	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9115896224975586
429	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8854662775993347
430	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9684875011444092
431	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8255772590637207
432	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9397329688072205
433	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9014613628387451
434	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8319091200828552
435	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.822762131690979
436	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8805099129676819
437	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8669534921646118
438	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8245190978050232
439	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9293402433395386
440	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9238443374633789
441	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.870847225189209
442	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.935274064540863
443	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8818639516830444
444	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.947810709476471
445	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7507193684577942
446	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8490267992019653
447	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8028063774108887
448	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8053687214851379
449	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8916096687316895
450	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7198631167411804
451	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6860400438308716
452	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7567169070243835
453	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9184263944625854
454	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8089160323143005
455	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8831099271774292
456	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6792731285095215
457	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9201191663742065
458	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7974362373352051
459	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6417173147201538
460	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8560237288475037
461	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5636346340179443
462	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9058558344841003
463	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7843214273452759
464	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.822902500629425
465	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8047304153442383
466	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.871799647808075
467	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8082547783851624
468	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9144550561904907
469	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9420179724693298
470	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8027042746543884
471	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8410965800285339
472	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6923500895500183
473	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6724592447280884
474	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7881024479866028
475	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9459738731384277
476	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9340121746063232
477	1	midterm/gpt2model2	midterm/gpt2model2	Negative	0.636703610420227
478	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8308145999908447
479	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7607002258300781
480	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9468644261360168
481	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.780737042427063
482	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8881088495254517
483	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8654501438140869
484	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8030096888542175
485	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9122682213783264
486	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9549357295036316
487	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.821416974067688
488	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.961677610874176
489	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9555487632751465
490	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8616049289703369
491	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9619177579879761
492	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7941784262657166
493	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8476850390434265
494	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9157984852790833
495	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8859084844589233
496	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8385227918624878
497	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8874219655990601
498	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5559318661689758
499	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7982116341590881
500	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9388991594314575
501	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9088600277900696
502	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7435222864151001
503	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7578837871551514
504	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8703034520149231
505	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.676876962184906
506	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8623954057693481
507	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.811514139175415
508	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8611776232719421
509	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9565199017524719
510	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7812953591346741
511	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8490021824836731
512	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8659785985946655
513	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8855332136154175
514	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8202469944953918
515	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8401227593421936
516	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9179620742797852
517	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7673505544662476
518	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9228101968765259
519	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.930929958820343
520	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8950060606002808
521	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7377722859382629
522	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7096124291419983
523	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8403024077415466
524	1	midterm/gpt2model2	midterm/gpt2model2	Negative	0.7793377637863159
525	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8850321173667908
526	1	midterm/gpt2model2	midterm/gpt2model2	Negative	0.5802896022796631
527	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8239853382110596
528	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8542806506156921
529	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9464786052703857
530	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8876169919967651
531	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9490069150924683
532	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.904182493686676
533	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8679421544075012
534	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.86274254322052
535	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8420660495758057
536	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.844806969165802
537	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7274643778800964
538	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8809300661087036
539	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7793022990226746
540	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.762845516204834
541	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8625891804695129
542	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9161773920059204
543	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8273331522941589
544	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9012265801429749
545	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8198351263999939
546	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8822087645530701
547	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8320690989494324
548	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8822087645530701
549	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.899933934211731
550	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8077586889266968
551	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8495874404907227
552	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.877857506275177
553	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8135467767715454
554	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9733512997627258
555	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9328298568725586
556	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9491947293281555
557	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9380840063095093
558	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9692338109016418
559	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8916534781455994
560	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8878151774406433
561	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9145493507385254
562	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8408098220825195
563	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8656432032585144
564	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5063869953155518
565	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9698024392127991
566	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8693795800209045
567	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8952838182449341
568	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8742232322692871
569	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8749849200248718
570	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8857178688049316
571	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8597108721733093
572	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9220513105392456
573	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7985933423042297
574	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8257883787155151
575	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8878964185714722
576	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9331330060958862
577	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7728525400161743
578	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9359669089317322
579	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9339820146560669
580	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9079914689064026
581	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8508989810943604
582	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9593009352684021
583	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8641119003295898
584	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9655454754829407
585	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9573504328727722
586	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9466169476509094
587	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9439738988876343
588	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9214352369308472
589	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8547227382659912
590	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9439738988876343
591	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.955636739730835
592	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9631262421607971
593	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9353622198104858
594	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9405192732810974
595	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.917725145816803
596	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9220854640007019
597	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8344469666481018
598	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8657006621360779
599	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8892427086830139
600	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.957400381565094
601	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.967923641204834
602	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9569408893585205
603	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9599453210830688
604	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9671653509140015
605	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9238513112068176
606	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8817326426506042
607	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9118366241455078
608	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8416278958320618
609	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8190888166427612
610	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9015429019927979
611	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8481410145759583
612	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.771889328956604
613	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9007056951522827
614	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6741412878036499
615	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8185568451881409
616	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8243240714073181
617	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7327649593353271
618	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7535499334335327
619	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7083686590194702
620	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.738240659236908
621	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6910057663917542
622	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8129717111587524
623	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.682695746421814
624	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7960338592529297
625	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7057259678840637
626	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7130590677261353
627	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8210263252258301
628	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8967741131782532
629	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9002641439437866
630	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9468752145767212
631	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7425028085708618
632	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9503183960914612
633	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7794502973556519
634	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9138771295547485
635	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7799240946769714
636	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9433884024620056
637	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.667948842048645
638	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7444575428962708
639	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8350472450256348
640	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7780393362045288
641	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8302800059318542
642	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7817407250404358
643	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8964090347290039
644	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7291867136955261
645	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7315739989280701
646	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7158646583557129
647	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8575301766395569
648	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7433667182922363
649	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.799031138420105
650	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8811967372894287
651	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9555010795593262
652	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8582019209861755
653	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6776160597801208
654	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9325846433639526
655	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.87298583984375
656	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7844995260238647
657	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7792038321495056
658	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9102643728256226
659	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6450453400611877
660	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9424682855606079
661	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7740505337715149
662	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6811692714691162
663	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8067076206207275
664	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7320196628570557
665	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9296606779098511
666	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7946344614028931
667	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8855095505714417
668	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8892977833747864
669	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9366812109947205
670	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8576071262359619
671	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7864710688591003
672	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8418350219726562
673	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9455666542053223
674	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8796942830085754
675	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9117283225059509
676	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8695237636566162
677	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7975366711616516
678	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8880640864372253
679	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8297672867774963
680	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9084627628326416
681	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9434263706207275
682	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6347688436508179
683	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9195133447647095
684	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8427909016609192
685	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8582512736320496
686	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8222687244415283
687	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8480706810951233
688	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7836341261863708
689	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9237750172615051
690	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9336970448493958
691	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8084599375724792
692	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8720740079879761
693	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8380342721939087
694	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7249501943588257
695	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8717970252037048
696	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7718076705932617
697	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7612190246582031
698	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8548803925514221
699	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8701608180999756
700	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9145625233650208
701	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9237704277038574
702	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8860965967178345
703	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8845145106315613
704	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8719710111618042
705	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7269388437271118
706	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9587944746017456
707	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9088535308837891
708	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7594100832939148
709	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8987557888031006
710	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8844627141952515
711	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9125038981437683
712	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9149640202522278
713	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9032409191131592
714	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8900996446609497
715	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8404768705368042
716	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8973948359489441
717	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.900118350982666
